node,entropy_weighted,unweighted,rank_weighted,rank_unweighted,rank_shift
The_United_Kingdom,2.25800911,11.67443422,72,51,-21
Republic_of_Ireland,2.25538326,8.18527229,73,85,12
"Washington,_D.C.",2.23950921,12.49636420,74,48,-26
Scotland,2.20649382,7.59608377,75,100,25
Spain,2.19960977,7.33234664,76,107,31
Dublin,2.16885919,7.01067483,77,111,34
John-Paul_Langbroek,2.10730942,4.00087147,78,198,120
President_of_the_Trades_Union_Congress,2.08802762,3.17025395,79,245,166
Mike_Baird,2.06678621,5.21967443,80,155,75
France,2.00951680,8.36367585,81,83,2
Neville_Chamberlain,2.00006075,3.92407182,82,201,119
H._H._Asquith,1.98696267,5.02780555,83,160,77
Rob_Borbidge,1.97984811,4.11619154,84,186,102
University_of_Sydney,1.94951697,5.92017576,85,133,48
Census-designated_place,1.88320327,5.53844783,86,142,56
University_of_Queensland,1.87883620,4.95938069,87,162,75
New_York_City,1.87814475,10.63207395,88,61,-27
North_American_Eastern_Time_Zone,1.86686088,8.52536417,89,81,-8
Australian_Senate,1.83796418,27.83277057,90,18,-72
Canada,1.81222328,8.92370736,91,79,-12
John_Brumby,1.80800576,3.72777336,92,209,117
Carl_Linnaeus,1.78474079,3.93766095,93,200,107
Adelaide,1.78046320,11.26406151,94,53,-41
David_Crisafulli,1.76496489,5.17225076,95,157,62
Independent_politician,1.74267065,6.08920485,96,131,35
Steve_Bracks,1.73544309,3.69496761,97,211,114
Eastern_Time_Zone,1.71560020,11.73364536,98,50,-48
List_of_cities,1.70656388,7.88988267,99,91,-8
Victorian_Legislative_Assembly,1.70606821,8.48542781,100,82,-18
Tokyo,1.70382437,5.34071471,101,146,45
National_Party_of_Australia_–_Queensland,1.68696354,5.55482192,102,140,38
University_of_Cambridge,1.67655168,7.47649778,103,103,0
University_of_Oxford,1.65219247,9.37691137,104,74,-30
Westminster,1.65039787,4.17466202,105,182,77
List_of_schools,1.64839644,5.29290847,106,149,43
Perth,1.63524797,10.47221835,107,62,-45
Arthur_Henderson,1.62354545,2.95819656,108,269,161
University_of_Melbourne,1.61967807,4.16500772,109,183,74
Social_democracy,1.59391067,14.42456393,110,40,-70
Germany,1.57784728,5.29866877,111,148,37
Jackie_Trad,1.56084961,2.63522806,112,305,193
Federal_Information_Processing_Standard,1.55546480,10.87459394,113,58,-55
Deb_Frecklington,1.55317339,3.30500118,114,236,122
Los_Angeles,1.54887880,3.14516998,115,249,134
ZIP_code,1.54100964,7.84964750,116,92,-24
Barry_O'Farrell,1.52580908,3.32778410,117,233,116
Politician,1.51476718,4.00954088,118,197,79
Herbert_Morrison,1.51414026,2.36861615,119,341,222
Japan,1.47529015,4.86212768,120,163,43
Denis_Napthine,1.47527702,3.15065779,121,248,127
Essex,1.47486644,5.77874396,122,137,15
Curtis_Pitt,1.47457378,3.10445825,123,254,131
Stirling_Hinchliffe,1.46561213,2.22657466,124,369,245
Anthony_Albanese,1.45183207,9.96037214,125,66,-59
"Trinity_College,_Cambridge",1.44947409,4.13307569,126,185,59
Teachta_Dála,1.44626044,3.08432918,127,256,129
Parliament_of_Queensland,1.44598129,8.30132378,128,84,-44
Anthony_Eden,1.43510714,2.41674136,129,332,203
Parliament_of_Australia,1.41592404,21.49066727,130,23,-107
Georgia_(U.S._state),1.41040522,3.69150256,131,212,81
List_of_places,1.40137431,7.78957900,132,96,-36
Stuart_Ayres,1.38345075,2.41045193,133,335,202
Jeff_Kennett,1.38144861,2.71249877,134,290,156
Harold_Macmillan,1.37998044,2.43603405,135,329,194
First_World_War,1.35783538,3.00947728,136,262,126
Eton_College,1.35571066,2.89505124,137,276,139
World_War_I,1.35363858,3.36146988,138,230,92
Parliamentary_system,1.34156054,12.53120456,139,47,-92
Greater_London,1.32799078,7.52021085,140,102,-38
James_Merlino,1.32338772,2.38553821,141,339,198
Paul_Lucas_(politician),1.31526496,2.24364523,142,365,223
Bob_Carr,1.30057663,2.50736465,143,317,174
Brad_Hazzard,1.28337131,2.25898733,144,362,218
George_Lansbury,1.28278768,2.09113411,145,395,250
Sweden,1.28276741,4.76232707,146,166,20
Duke_of_Buccleuch,1.27656479,1.33249333,147,691,544
Duke_of_Queensberry,1.27656479,1.33249333,148,692,544
Premier_of_New_South_Wales,1.27551229,4.51286459,149,171,22
Irish_people,1.24501849,5.25548645,150,150,0
New_York_(state),1.24136247,3.72021777,151,210,59
David_Hurley,1.23861745,8.98824873,152,78,-74
Greece,1.23193353,5.10459523,153,159,6
List_of_U.S._states_by_date_of_admission_to_the_Union,1.22940297,2.96942798,154,267,113
Fiona_Simpson,1.22422179,1.99439827,155,408,253
British_people,1.22099804,5.77330565,156,138,-18
Regions_of_England,1.21461985,10.84064304,157,59,-98
Cardiff,1.21340314,6.26266853,158,123,-35
Troy_Grant,1.21040461,1.91818620,159,429,270
"Los_Angeles_County,_California",1.20764480,2.14887782,160,383,223
National_Party_of_Australia_–_Victoria,1.20501583,5.46901263,161,144,-17
Jarrod_Bleijie,1.20215144,3.37726676,162,228,66
National_Party_of_Australia_–_NSW,1.19527863,5.22722025,163,152,-11
Edinburgh,1.19187915,3.08189917,164,257,93
Bill_Byrne_(politician),1.18622711,1.79777308,165,477,312
"Newcastle,_New_South_Wales",1.18296168,2.47633171,166,323,157
New_Zealand,1.18243019,6.13649266,167,129,-38
Europe,1.18221280,6.56096606,168,119,-49
Unincorporated_area,1.18186954,3.24498050,169,243,74
Fianna_Fáil,1.17854808,3.63242732,170,214,44
Kent,1.17685124,4.39061854,171,175,4
January_1910_United_Kingdom_general_election,1.17477247,3.60901683,172,216,44
China,1.15787083,4.57716386,173,169,-4
"Little_Rock,_Arkansas",1.15410199,2.66731356,174,302,128
Member_of_the_House_of_Lords,1.15363501,2.12621721,175,386,211
"Christ_Church,_Oxford",1.15356419,4.09222962,176,188,12
Australians,1.14823477,8.67440439,177,80,-97
Derbyshire,1.14479099,4.30450459,178,178,0
Steven_Miles_(politician),1.14036937,3.30643010,179,235,56
Surrey,1.14003887,4.03872201,180,194,14
Mark_McArdle,1.13984496,2.26873518,181,360,179
Countries_of_the_United_Kingdom,1.13928539,12.80172405,182,46,-136
Natalie_Hutchins,1.12983069,1.74202657,183,495,312
Éamon_de_Valera,1.11586102,2.94549604,184,272,88
Royal_College_of_Music,1.11585500,9.25765126,185,77,-108
Fine_Gael,1.11559584,3.44698646,186,224,38
Universities,1.11519305,4.03937907,187,193,6
Lords_Temporal,1.11462018,2.33406098,188,349,161
Cameron_Dick,1.11311573,1.90817678,189,435,246
Liberal_Party_of_Australia_(Queensland_Division),1.11274312,3.80773176,190,206,16
Lancashire,1.11270122,2.95028543,191,270,79
Australian_House_of_Representatives,1.11148508,14.56984042,192,39,-153
Ceremonial_counties_of_England,1.10624843,6.95861639,193,112,-81
Madrid,1.10294449,4.21690454,194,180,-14
South_Africa,1.10082790,4.81966687,195,165,-30
Edward_VII,1.09930281,9.47728821,196,72,-124
Jodi_McKay,1.09479898,1.76778412,197,490,293
Pablo_Picasso,1.09476816,1.93402071,198,423,225
New_Orleans,1.09154876,3.08824839,199,255,56
Ted_Baillieu,1.08046428,2.53019389,200,313,113
Wayne_Goss,1.07743334,2.26924974,201,359,158
National_Party_of_Australia,1.07715745,6.64019132,202,118,-84
Andrew_Fraser_(Queensland_politician),1.07367615,1.91415384,203,431,228
Australian_Capital_Territory,1.07116807,13.44404652,204,44,-160
J._H._Thomas,1.07024646,1.64207123,205,529,324
Kristina_Keneally,1.06527480,2.16841014,206,381,175
Town,1.06080690,2.93931773,207,273,66
Florida,1.05522741,1.91354462,208,432,224
Martin_Pakula,1.05244526,1.58045842,209,555,346
Kate_Jones,1.05240639,1.62526483,210,536,326
Pru_Goward,1.04929567,1.55087740,211,566,355
Paris,1.04625758,4.11502378,212,187,-25
Bonar_Law,1.03499997,2.27621135,213,357,144
Yvette_D'Ath,1.03384703,1.90849913,214,433,219
Oxford,1.03309953,3.91049087,215,203,-12
Capital_city,1.03154399,7.31882276,216,108,-108
India,1.02692042,3.54388575,217,218,1
Historic_counties_of_England,1.01759711,5.35192171,218,145,-73
Solicitor_General_for_England_and_Wales,1.01422604,1.88182062,219,449,230
Islam,1.01385404,5.13875304,220,158,-62
Arthur_Greenwood,1.00142363,1.45341013,221,621,400
Mike_Horan,0.99946281,1.83516244,222,464,242
NOAA,0.99935254,1.89358378,223,444,221
List_of_colleges,0.99857805,3.39091573,224,227,3
List_of_settlements,0.99402237,4.13708565,225,184,-41
Russia,0.99283784,3.16910028,226,246,20
Chancellor_of_the_Exchequer,0.99263958,2.20243315,227,372,145
List_of_counties_in_Maryland,0.98947841,3.11023347,228,252,24
Western_Front_(World_War_I),0.98438160,2.23140352,229,368,139
W._T._Cosgrave,0.98036798,2.30111197,230,354,124
David_Watson_(Queensland_politician),0.97630462,1.45453439,231,619,388
"Christopher_Addison,_1st_Viscount_Addison",0.97357095,1.35253629,232,669,437
Baronet,0.97298321,1.48456985,233,592,359
Mayor,0.97126943,2.80571075,234,283,49
Bruce_Flegg,0.96902203,1.56898813,235,559,324
National_Executive_Committee_of_the_Labour_Party,0.96617752,3.45956297,236,223,-13
Senedd,0.96527015,6.17061220,237,126,-111
Joan_Sheldon,0.96515633,1.50339036,238,582,344
Shannon_Fentiman,0.96401246,1.58183530,239,551,312
Paul_Toole,0.96139307,2.05902642,240,402,162
Second_Boer_War,0.95900414,2.14886151,241,384,143
Sculpture,0.95733313,4.74085899,242,167,-75
Chancellor_of_the_Duchy_of_Lancaster,0.95578753,1.85691518,243,455,212
Jacinta_Allan,0.95532570,3.27852043,244,240,-4
Education,0.95473381,3.52411976,245,219,-26
French_Third_Republic,0.95418905,2.68235127,246,299,53
Ireland,0.95165776,4.45797999,247,172,-75
Belfast,0.95130667,3.31938233,248,234,-14
Environmental_issues,0.95008897,6.66598037,249,115,-134
Tom_Shaw_(politician),0.94488522,1.58598685,250,549,299
Conservative_liberalism,0.94361523,7.92446339,251,89,-162
Peter_Walsh_(Victorian_politician),0.93640576,2.52560038,252,314,62
Central_Time_Zone_(North_America),0.93380511,5.58967177,253,139,-114
Italy,0.93273278,3.97676690,254,199,-55
Tony_Kelly_(politician),0.93246246,1.30343750,255,712,457
Ohio,0.93077594,2.24260749,256,367,111
Tim_Mulherin,0.92800458,1.79317376,257,478,221
"Walter_Runciman,_1st_Viscount_Runciman_of_Doxford",0.92428646,1.27238876,258,731,473
Anthony_Lynham,0.92354662,1.36301797,259,666,407
George_Lathan,0.92114374,1.38109455,260,659,399
NSW_Legislative_Assembly,0.91774747,3.40807632,261,225,-36
Federal_Information_Processing_Standards,0.91682804,6.23675347,262,124,-138
Jann_Stuckey,0.91498606,1.31941555,263,698,435
Grace_Grace,0.91433015,1.47428569,264,601,337
Independent_(politician),0.91286636,2.68294912,265,298,33
Country,0.91156524,7.73795030,266,98,-168
"Samuel_Hoare,_1st_Viscount_Templewood",0.90906454,1.21208657,267,783,516
"Herbert_Samuel,_1st_Viscount_Samuel",0.90809571,1.43599454,268,639,371
Leader_of_the_House_of_Lords,0.89957067,4.33392402,269,177,-92
Chris_Minns,0.89908867,3.02699779,270,261,-9
Aneurin_Bevan,0.89770455,6.64607883,271,117,-154
Moscow,0.89553904,2.73197624,272,289,17
North_American_Numbering_Plan,0.89128989,6.10495262,273,130,-143
Duff_Cooper,0.89107509,1.30627600,274,711,437
David_Elliott_(politician),0.88896111,1.47682716,275,597,322
Under-Secretary_of_State_for_the_Colonies,0.88886359,1.69734463,276,508,232
Coalition_(Australia),0.88508402,7.07186395,277,110,-167
Independent_Labour_Party,0.88496521,1.72693583,278,497,219
Rob_Stokes,0.88358360,1.42035682,279,646,367
Matthew_Guy,0.88322108,1.62648305,280,535,255
New_South_Wales_Legislative_Assembly,0.88109784,5.54453974,281,141,-140
Belgrade,0.88059549,1.79813760,282,476,194
Bristol,0.88059059,1.86132086,283,454,171
Andrew_Powell_(politician),0.87797359,1.46030919,284,615,331
John_Barilaro,0.87653466,1.49751400,285,587,302
Israel,0.87530008,2.44030139,286,328,42
List_of_newspapers,0.87446974,2.98057850,287,265,-22
Terry_Mackenroth,0.87416334,1.53738069,288,572,284
University_of_New_South_Wales,0.87287938,2.27321587,289,358,69
Scott_Emerson_(politician),0.87246237,1.44478617,290,631,341
Ontario,0.87220114,2.00412072,291,406,115
List_of_counties,0.87113872,2.40491448,292,336,44
Monash_University,0.86951327,2.12381809,293,388,95
Central_European_Time,0.86502589,9.58279904,294,68,-226
List_of_counties_in_Arkansas,0.86370689,3.13315630,295,250,-45
Premier_of_Queensland,0.86362893,3.89247184,296,204,-92
"Balliol_College,_Oxford",0.86200154,1.89652020,297,440,143
Leader_of_the_Opposition_(Queensland),0.86195471,2.41608143,298,333,35
Berkshire,0.86148263,3.49993437,299,220,-79
Anthony_Roberts,0.86131750,1.54804583,300,568,268
Vaughan_Johnson_(politician),0.86050220,1.27969203,301,727,426
Hertfordshire,0.85402262,2.88906391,302,277,-25
Carmel_Tebbutt,0.85161600,2.02582750,303,404,101
House_of_Commons_of_the_United_Kingdom,0.84995964,6.80478259,304,114,-190
List_of_counties_in_Iowa,0.84975638,2.49262291,305,319,14
National_Space_Grant_College_and_Fellowship_Program,0.84962172,2.63619415,306,304,-2
Lisa_Neville,0.84793874,1.47566401,307,600,293
Tracy_Davis,0.84465426,1.22924020,308,770,462
County,0.84421472,7.94255742,309,88,-221
Church_of_England,0.84375029,4.23600891,310,179,-131
Victoria,0.84207938,3.36016510,311,231,-80
Istanbul,0.84181749,1.65376623,312,522,210
Bob_Quinn_(Australian_politician),0.84164590,1.25003786,313,747,434
Hampshire,0.84145139,2.80780640,314,282,-32
Saint_Petersburg,0.84123387,1.92630260,315,425,110
Hugh_Dalton,0.84086444,1.20143250,316,794,478
London_Assembly,0.84084248,5.80661327,317,136,-181
Somerset,0.83523424,2.51721134,318,316,-2
C._W._Bowerman,0.83285544,1.26383206,319,739,420
Joan_Kirner,0.83261768,1.36348402,320,665,345
"Philip_Cunliffe-Lister,_1st_Earl_of_Swinton",0.83203178,1.15691391,321,830,509
David_Janetzki,0.83192620,1.87706941,322,451,129
Rob_Hulls,0.83142179,1.46885636,323,605,282
Toronto,0.83005730,4.34072143,324,176,-148
Parliament_of_the_United_Kingdom,0.82954796,7.35412587,325,105,-220
Under-Secretary_of_State_for_the_Home_Department,0.82950863,1.14044458,326,841,515
County_(United_States),0.82741665,2.54295736,327,312,-15
Don_Harwin,0.82580612,1.23766147,328,762,434
Warren_Pitt,0.82534415,1.25834100,329,743,414
Tim_Mander,0.82459848,1.35920295,330,668,338
Solicitor,0.82345655,3.25129843,331,242,-89
Steve_Dickson,0.82266647,1.35039152,332,671,339
Conservatism,0.82251399,6.43740081,333,120,-213
Lindy_Nelson-Carr,0.81821219,1.60894657,334,544,210
Eastern_Daylight_Time,0.81781937,6.15883139,335,127,-208
Luke_Foley,0.81742933,1.24833359,336,749,413
J._R._Clynes,0.81725591,1.42371861,337,644,307
Devon,0.81716197,2.38518425,338,340,2
West_Yorkshire,0.81673872,2.69547643,339,294,-45
Jim_Elder_(politician),0.81485252,1.37870071,340,661,321
List_of_universities,0.81445145,3.91368586,341,202,-139
Andrew_Constance,0.81321030,1.58120157,342,553,211
Leicestershire,0.81281695,3.16004131,343,247,-96
Hastings_Lees-Smith,0.81106595,1.14818067,344,833,489
1918_United_Kingdom_general_election,0.80933876,2.33007504,345,350,5
John_Aquilina,0.80872029,1.10753319,346,868,522
Michael_Daley,0.80687352,1.28780628,347,720,373
John_Robertson_(New_South_Wales_politician),0.80633236,1.22206337,348,777,429
Municipal_corporation,0.80507409,4.04029300,349,192,-157
Independent_school_(United_Kingdom),0.80009162,2.74638567,350,288,-62
Andrew_Stoner,0.79990079,1.26837085,351,732,381
Jack_Dempsey_(politician),0.79830369,1.34696032,352,674,322
Alister_Henskens,0.79663849,1.43211207,353,640,287
"Charles_Latham,_1st_Baron_Latham",0.79427507,1.21195960,354,784,430
Minister_for_Local_Government_(New_South_Wales),0.79389551,1.22583490,355,774,419
Centre-right_politics,0.79292690,7.78363119,356,97,-259
Seanad_Éireann,0.78960345,2.90239325,357,275,-82
Oswald_Mosley,0.78804524,1.19618351,358,798,440
Legislative_Assembly_of_Queensland,0.78785179,5.49215572,359,143,-216
Lord_President_of_the_Council,0.78777209,1.78800655,360,480,120
"Walter_Guinness,_1st_Baron_Moyne",0.78555549,1.11412954,361,863,502
Turkey,0.78260003,2.04407736,362,403,41
Anthony_Carbines,0.78137648,1.17050627,363,820,457
History_of_Worcestershire,0.78115169,2.96300927,364,268,-96
Barrister,0.77978476,2.43250634,365,330,-35
Greenwich_Mean_Time,0.77795144,14.17401292,366,41,-325
Buckinghamshire,0.77678372,2.94999325,367,271,-96
David_Campbell_(Australian_politician),0.77170392,1.02310442,368,951,583
Privy_Council_of_the_United_Kingdom,0.77103445,2.82597090,369,280,-89
Sussex_County_Cricket_Club,0.77060634,1.49707511,370,588,218
Ulster_Unionist_Party,0.76993051,2.99413112,371,264,-107
English_people,0.76777288,6.17236620,372,125,-247
Athens,0.76744345,1.90822428,373,434,61
Henry_Palaszczuk,0.76710733,1.67451490,374,515,141
"Edward_Wood,_1st_Earl_of_Halifax",0.76646372,1.14240882,375,840,465
Jillian_Skinner,0.76622036,1.23576241,376,765,389
Mark_Speakman,0.76549077,1.38464632,377,656,279
"Melbourne,_Victoria",0.76374621,1.56651143,378,560,182
Linda_Burney,0.76160175,1.21548745,379,781,402
Toowoomba,0.75944201,1.52582196,380,578,198
Secretary_of_State_for_War,0.75774827,1.64704308,381,526,145
Gabrielle_Upton,0.75612043,1.28244433,382,725,343
South_Australia,0.75459251,3.49197957,383,221,-162
Baby_of_the_House,0.75451128,1.02001302,384,956,572
Di_Farmer,0.75284166,1.14680205,385,837,452
Minister_of_Health_(United_Kingdom),0.75245459,6.31737063,386,121,-265
Attorney_General_for_England_and_Wales,0.75213613,2.17457910,387,378,-9
Massachusetts,0.75183710,1.88287413,388,447,59
Nottinghamshire,0.75154551,2.34976175,389,346,-43
"Thomas_Inskip,_1st_Viscount_Caldecote",0.75038418,1.03452432,390,934,544
Desley_Scott,0.75007337,1.04088907,391,926,535
George_Henry_Roberts,0.74971895,1.16420415,392,828,436
Minister_for_Health_(New_South_Wales),0.74965274,1.33349340,393,690,297
Alec_Douglas-Home,0.74916977,1.23948062,394,760,366
Rab_Butler,0.74891006,1.19351993,395,804,409
Richard_Wynne,0.74765486,1.12060118,396,857,461
Glasgow,0.74716745,2.32370687,397,352,-45
Leeds,0.74610651,2.08933437,398,397,-1
Saskatchewan,0.74559954,1.49514387,399,590,191
Alfred_Barnes_(Labour_politician),0.74321401,1.19447865,400,803,403
House_of_Lords,0.74285332,6.65383328,401,116,-285
Victorian_Legislative_Council,0.74221099,5.00130275,402,161,-241
Manchester,0.74042261,1.72096478,403,499,96
King's_Counsel,0.74031268,1.54119728,404,571,167
Liverpool,0.73711116,1.53260744,405,574,169
Margaret_Bondfield,0.73664490,1.02828172,406,945,539
Leader_of_the_Conservative_Party_(UK),0.73546067,3.46766423,407,222,-185
"Brisbane,_Queensland",0.73437918,1.49763947,408,586,178
Griffith_University,0.73323068,1.57648642,409,557,148
"Allentown,_Pennsylvania",0.73089671,1.38313172,410,657,247
Nathan_Rees,0.72976715,1.42239203,411,645,234
Arthur_Hollins_(politician),0.72956243,1.69013160,412,511,99
Lord_Privy_Seal,0.72770111,1.28914810,413,718,305
George_Isaacs,0.72640213,1.22562762,414,775,361
Ogg,0.72419832,7.83424977,415,94,-321
Damien_Tudehope,0.72304517,1.26579229,416,735,319
EuroLeague,0.72253465,1.98019239,417,413,-4
List_of_airports,0.72115583,1.98606196,418,411,-7
"Robert_Gascoyne-Cecil,_5th_Marquess_of_Salisbury",0.72104632,0.99318326,419,990,571
Urban_area,0.72089932,3.08158977,420,258,-162
Military_Cross,0.72089434,5.24747977,421,151,-270
British_Army,0.72069378,2.25062701,422,363,-59
Peter_Ryan_(politician),0.72055964,1.19453092,423,802,379
Paul_Braddy,0.71982380,1.12270072,424,853,429
Yasmin_Catley,0.71973294,1.44757335,425,626,201
David_Mort,0.71550129,1.26406141,426,738,312
"Douglas_Clifton_Brown,_1st_Viscount_Ruffside",0.71543373,1.02648129,427,948,521
Kev_Lingard,0.71515873,1.04837395,428,919,491
Morris_Iemma,0.71502985,1.38010341,429,660,231
John_Scurr,0.71432529,1.12709735,430,852,422
Ben_Turner_(politician),0.71243623,1.05673402,431,913,482
Mississippi_River,0.70633280,1.55004483,432,567,135
List_of_museums,0.70513025,2.24333833,433,366,-67
Ray_Hopper,0.70230921,1.01215530,434,965,531
John_Thwaites_(Australian_politician),0.70178937,1.14776281,435,835,400
Prue_Car,0.70126528,2.47502855,436,324,-112
Austen_Chamberlain,0.69809601,1.08964420,437,885,448
Russell_Cooper,0.69804709,1.31897788,438,700,262
Speaker_of_the_Victorian_Legislative_Assembly,0.69685895,1.25998568,439,741,302
List_of_hospitals,0.69665082,2.88602658,440,278,-162
Stephen_Robertson_(politician),0.69339237,0.96088534,441,1048,607
"John_Simon,_1st_Viscount_Simon",0.69245304,1.01787616,442,959,517
Matt_Brown_(Australian_politician),0.69198760,0.95210518,443,1056,613
List_of_chairmen_of_the_London_County_Council,0.69190261,0.87620239,444,1160,716
Adam_Marshall,0.69173633,1.07682605,445,896,451
December_1910_United_Kingdom_general_election,0.69094040,2.01841681,446,405,-41
Leader_of_the_House_of_Commons,0.68878848,1.71808583,447,502,55
Illinois,0.68546801,1.62178169,448,539,91
"William_Jowitt,_1st_Earl_Jowitt",0.68523747,1.02285066,449,953,504
Percy_Hurd,0.68508239,1.12183932,450,855,405
Michael_O'Brien_(Victorian_politician),0.68299467,1.04178169,451,924,473
Charles_Murchison_(politician),0.68218592,0.91334426,452,1121,669
Arthur_Balfour,0.68035101,1.77235776,453,487,34
Philippines,0.67991970,2.09917620,454,393,-61
Solicitor_General_for_Scotland,0.67913396,0.96246226,455,1045,590
Tim_Pallas,0.67610930,1.14657601,456,838,382
Yorkshire,0.67591120,2.32178654,457,353,-104
"Douglas_Hogg,_1st_Viscount_Hailsham",0.67574504,0.98082640,458,1011,553
Electoral_district_of_Mirani,0.67564633,2.49179259,459,320,-139
Desley_Boyle,0.67518671,0.89766408,460,1142,682
Mark_Ryan_(Australian_politician),0.67458881,1.02277070,461,954,493
House_of_Representatives_(Australia),0.67382646,9.34084581,462,76,-386
Secretary_of_State_for_the_Colonies,0.67336040,1.34064656,463,680,217
Electoral_district_of_Hawkesbury,0.67253667,2.43067356,464,331,-133
Matt_Kean,0.67252422,2.52488529,465,315,-150
Melinda_Pavey,0.67251865,1.00473337,466,972,506
Ros_Bates,0.67210805,1.03774528,467,931,464
Ian_Macdonald_(New_South_Wales_politician),0.67114891,0.92872872,468,1088,620
Richard_Mulcahy,0.67056531,1.28706086,469,722,253
Birmingham,0.67034548,1.59990323,470,547,77
Margaret_Wintringham,0.66996273,1.06384910,471,905,434
West_Sussex,0.66886045,2.17462367,472,377,-95
Electoral_district_of_Nanango,0.66837532,2.87761712,473,279,-194
Andrew_Cripps,0.66814270,0.96046907,474,1050,576
Leeanne_Enoch,0.66698462,0.99606506,475,986,511
Baltimore,0.66592435,1.77030045,476,488,12
Harold_Wilson,0.66542971,1.32602492,477,696,219
Isaac_Foot,0.66537989,0.99062058,478,994,516
List_of_Interstate_Highways,0.66312885,2.09149905,479,394,-85
Queensland_Government,0.66296535,3.05132019,480,260,-220
Glen_Elmes,0.66277957,0.97728197,481,1021,540
Barcelona,0.66006577,1.34153658,482,679,197
Luke_Donnellan,0.65945394,0.93860789,483,1069,586
Joseph_Westwood,0.65892836,0.93223850,484,1076,592
Shelley_Hancock,0.65866582,1.05644441,485,914,429
